year,nature_of_employment,industry1,industry2,industry3,total_paid_hours,standard_hours,overtime_paid_hours
2013,full-time,services,professional services,"legal, accounting and management services",41.6,40.9,0.8
2013,part-time,services,professional services,"legal, accounting and management services",19.6,19.4,0.2
2013,full-time,services,professional services,architectural and engineering services,47.2,42.9,4.3
2013,part-time,services,professional services,architectural and engineering services,22.4,22,0.3
2013,full-time,services,professional services,other professional services,42.1,41.3,0.7
2013,part-time,services,professional services,other professional services,21.5,21.5,0.1
2013,full-time,services,administrative and support services,security and investigation,56.3,45.3,11
2013,part-time,services,administrative and support services,security and investigation,32.2,31.1,1.1
2013,full-time,services,administrative and support services,cleaning and landscaping,46.6,44.1,2.5
2013,part-time,services,administrative and support services,cleaning and landscaping,24.7,24.5,0.2
2013,full-time,services,administrative and support services,other adminstrative and support services,45.6,42.9,2.7
2013,part-time,services,administrative and support services,other adminstrative and support services,24.3,24.1,0.3
2013,full-time,services,"community, social and personal services",public administration and education,42,41.8,0.1
2013,part-time,services,"community, social and personal services",public administration and education,19,19,-
2013,full-time,services,"community, social and personal services",health and social services,42.6,42.2,0.5
2013,part-time,services,"community, social and personal services",health and social services,24.7,24.5,0.2
2013,full-time,services,"community, social and personal services","arts, entertainment and recreation",44.9,43.6,1.3
2013,part-time,services,"community, social and personal services","arts, entertainment and recreation",25.4,25.3,0.1
2013,full-time,services,"community, social and personal services","other community, social and personal services",45.2,43.5,1.7
2013,part-time,services,"community, social and personal services","other community, social and personal services",24.6,23.4,1.2
2013,full-time,others,others,others,46.2,43,3.2
2013,part-time,others,others,others,23.1,22.9,0.2
2014,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",48,44,4.1
2014,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",29.9,29.3,0.6
2014,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",49.5,43.6,5.9
2014,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",25.5,23.7,1.8
2014,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",44.6,41.8,2.8
2014,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",20.2,20.1,0.1
2014,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",52.3,43.7,8.6
2014,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",22.3,21.9,0.4
2014,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",46.8,42,4.7
2014,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",23,22.3,0.7
2014,full-time,manufacturing,transport equipment,transport equipment,52.6,43.7,8.9
2014,part-time,manufacturing,transport equipment,transport equipment,20.9,20.7,0.2
2014,full-time,manufacturing,other manufacturing industries,other manufacturing industries,49.3,43,6.3
2014,part-time,manufacturing,other manufacturing industries,other manufacturing industries,22,21.5,0.4
2014,full-time,construction,construction,construction,53.1,44.8,8.3
2014,part-time,construction,construction,construction,19.7,19.6,0.1
2014,full-time,services,wholesale and retail trade,wholesale trade,44.1,42.4,1.7
2014,part-time,services,wholesale and retail trade,wholesale trade,26.1,25.8,0.3
2014,full-time,services,wholesale and retail trade,retail trade,46.1,43.9,2.2
2014,part-time,services,wholesale and retail trade,retail trade,24.8,23.8,1
2014,full-time,services,transportation and storage,land transport and supporting services,47.7,43.6,4.1
2014,part-time,services,transportation and storage,land transport and supporting services,25,25,-
2014,full-time,services,transportation and storage,water transport and supporting services,44.6,42.6,2
2014,part-time,services,transportation and storage,water transport and supporting services,23.8,23.7,0.1
2014,full-time,services,transportation and storage,air transport and supporting services,45.2,43.3,1.8
2014,part-time,services,transportation and storage,air transport and supporting services,20.9,20.9,0.1
2014,full-time,services,transportation and storage,other transport and storage services,47.8,43.6,4.3
2014,part-time,services,transportation and storage,other transport and storage services,25.9,25,0.9
2014,full-time,services,accommodation and food services,accommodation,46.7,44,2.7
2014,part-time,services,accommodation and food services,accommodation,27.5,27,0.4
2014,full-time,services,accommodation and food services,food and beverage services,47,44.8,2.2
2014,part-time,services,accommodation and food services,food and beverage services,26.5,26.1,0.4
2014,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.5,41.9,0.6
2014,part-time,services,information and communications,"telecommunications, broadcasting and publishing",25.4,24.4,1
2014,full-time,services,information and communications,it and other information services,41.3,41,0.2
2014,part-time,services,information and communications,it and other information services,22.7,22.2,0.5
2014,full-time,services,financial and insurance services,financial services,41.4,41.2,0.2
2014,part-time,services,financial and insurance services,financial services,23.1,23,0.1
2014,full-time,services,financial and insurance services,insurance services,40.5,40.2,0.3
2014,part-time,services,financial and insurance services,insurance services,21.3,21.1,0.2
2014,full-time,services,real estate services,real estate services,45.4,43.3,2.1
2014,part-time,services,real estate services,real estate services,25.3,25,0.3
2014,full-time,services,professional services,"legal, accounting and management services",41.7,40.9,0.8
2014,part-time,services,professional services,"legal, accounting and management services",17.1,17.1,-
2014,full-time,services,professional services,architectural and engineering services,46.4,42.7,3.7
2014,part-time,services,professional services,architectural and engineering services,22.5,22.3,0.2
2014,full-time,services,professional services,other professional services,42.1,41.5,0.6
2014,part-time,services,professional services,other professional services,18.5,18.5,-
2014,full-time,services,administrative and support services,security and investigation,57.7,44.8,12.8
2014,part-time,services,administrative and support services,security and investigation,32.5,31.1,1.4
2014,full-time,services,administrative and support services,cleaning and landscaping,46.9,44.1,2.9
